"Card Name","Card ID","Short Card ID","Card URL","Board Name","Board ID","List Name","List ID","Members","Labels","Card Created Date","Due Date","Description","Checklist Items Total","Checklist Items Completed","Attachments","Location","Votes","Number of Comments","Last Activity Date"
"Reunião - Equipe Em Rede - 01/07/2024","6683ed380b7e58ffef46176a",81,"https://trello.com/c/JCCCMaef/81-reunião-equipe-em-rede-01-07-2024","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","","","2024-07-02 09:06","2024-07-01","- Ricardo Yogui - ver o remanejamento para a contratação
- Chile
  - MRE - Programa Diplomacia da Inovação (PDI) - [informações](https://www.gov.br/mre/pt-br/assuntos/ciencia-tecnologia-e-inovacao/programa-de-diplomacia-da-inovacao ""‌"")
  - Acordo SEAG + MAPA + FAPES - cooperação - ver o que seria
- Política de Inovação - enviar Política de Inovação referência
- BSW - 10 startups (2 capixabas)",,,"",,0,"0 comments","2024-08-07T12:57:11.598Z"
"REUNIÃO 10/06/2024","66670595fa016d13e30c3ab1",79,"https://trello.com/c/jNZvwJgb/79-reunião-10-06-2024","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","","","2024-06-10 10:54","2024-06-10","Reunião 10/06/2024

- Alinhamento sobre seminário internacional
  - datas e programação
- atualização sobre ações do novo integrante da equipe - ainda aguardando retorno FAPES",,,"image.png : https://trello.com/1/cards/66670595fa016d13e30c3ab1/attachments/66670595fa016d13e30c3b08/download/image.png
image.png : https://trello.com/1/cards/66670595fa016d13e30c3ab1/attachments/6667074b039e5fb6dfb25e61/download/image.png",,0,"0 comments","2024-08-07T12:57:11.604Z"
"Reunião 17/05 - Ricardo Yogui","66474f2b9f37e1eea86b968b",77,"https://trello.com/c/wyElJQLK/77-reunião-17-05-ricardo-yogui","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T., Programa Em Rede, YOGUI","","2024-05-17 09:35","2024-05-18","Pauta: Contratação via PJ e adaptação no Plano de Trabalho

‌

Bootcamp: imersão sobre PI (ideias para ser implementada)",,,"image.png : https://trello.com/1/cards/66474f2b9f37e1eea86b968b/attachments/66474f5ba44cfeed032e9734/download/image.png",,0,"0 comments","2024-08-07T12:57:15.628Z"
"Reunião 12/04 Ricardo Yogui","661fcb6164c0f634172f5e22",72,"https://trello.com/c/e96Dltpe/72-reunião-12-04-ricardo-yogui","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T., YOGUI","","2024-04-17 10:15","2024-04-12","Pauta:

Alinhar Plano de Trabalho do bolsista DTI-A Ricardo Yogui

![image.png](https://trello.com/1/cards/661fcb6164c0f634172f5e22/attachments/661fcb7ffc88605e79cd36ca/download/image.png)",,,"image.png : https://trello.com/1/cards/661fcb6164c0f634172f5e22/attachments/661fcb7ffc88605e79cd36ca/download/image.png",,0,"0 comments","2024-08-07T12:57:15.597Z"
"Reunião 09/04 - André de Piúma","66158b93b0c10dc25f07b097",71,"https://trello.com/c/o9BXMtoi/71-reunião-09-04-andré-de-piúma","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner","","2024-04-09 15:40","2024-04-10","Pauta: Reunião com André Batista de Souza

Ifes - Piúma

alinhamento para participar junto com o ECIM

e-mail: [andresouza@ifes.edu.br](mailto:andresouza@ifes.edu.br ""‌"")",,,"image.png : https://trello.com/1/cards/66158b93b0c10dc25f07b097/attachments/66158b98c9684a32260c0d8b/download/image.png",,0,"0 comments","2024-08-07T12:57:15.326Z"
"Reunião 04/04/24 - Internacionalização Chile ECIM","660ea92c40d00c86413deabd",70,"https://trello.com/c/oaQtnb8G/70-reunião-04-04-24-internacionalização-chile-ecim","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner","","2024-04-04 10:20","2024-04-05","Participantes:

Prof. Alex Bastos - oceanografia Ufes (mapeamento marinho - relevo, fundo, biota; nível do mar para mudanças climáticas) - Rede Abrolhos

[alex.bastos@ufes.br](mailto:alex.bastos@ufes.br ""‌"")

Prof. Maurício Hostim - ictiologia São Mateus - trabalham juntos da Rede Biodiversidade Marinha (Renova) - projeto Petrobras Ambiental, Rede Internacional de Meros

[mauricio.hostim@ufes.br](mailto:mauricio.hostim@ufes.br ""‌"")

Prof. Anilton Salles

‌

Pauta:

Apresentação dos trabalhos

Possibilidade de trabalhos em conjunto

- Prof. Maurício participa em conjunto com a Cepal (Luiz Fernando Krieger Merico).
- Seminário Internacional - primeira quinzena de novembro de 2024
- ‌
  ![image.png](https://trello.com/1/cards/660ea92c40d00c86413deabd/attachments/660eaf3c9109f7eb9985c51f/download/image.png)

‌

‌

‌

![image.png](https://trello.com/1/cards/660ea92c40d00c86413deabd/attachments/660eaa87402ad1507f00ce4e/download/image.png)",,,"image.png : https://trello.com/1/cards/660ea92c40d00c86413deabd/attachments/660eaa87402ad1507f00ce4e/download/image.png
image.png : https://trello.com/1/cards/660ea92c40d00c86413deabd/attachments/660eaf3c9109f7eb9985c51f/download/image.png",,0,"0 comments","2024-08-07T12:57:15.384Z"
"Reunião 01/04/24","660b0302d6b22d260ac1c121",69,"https://trello.com/c/lclr42B0/69-reunião-01-04-24","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T.","","2024-04-01 15:54","2024-04-02","**Pauta:**

- Reunião com Ricardo Yogui
- Apresentação do Programa em Rede
- Participação de Ricardo como colaborar no Programa em Rede

Atuação possível: [Transformando conhecimento em Inovação (universidadegaragem.vc)](https://universidadegaragem.vc/ ""‌"")

[O maior e mais estruturado Grupo de Inovação Aberta da America Latina - FCJ Group](https://fcj.group/ ""‌"")

Criação de Distritos de Inovação

Apoio ao Programa como todo.

‌

![image.png](https://trello.com/1/cards/660b0302d6b22d260ac1c121/attachments/660b05a1899e42129a8c5747/download/image.png)

- ![image.png](https://trello.com/1/cards/660b0302d6b22d260ac1c121/attachments/660b037d9328a5fee1a0e001/download/image.png)",,,"image.png : https://trello.com/1/cards/660b0302d6b22d260ac1c121/attachments/660b037d9328a5fee1a0e001/download/image.png
image.png : https://trello.com/1/cards/660b0302d6b22d260ac1c121/attachments/660b05a1899e42129a8c5747/download/image.png",,0,"0 comments","2024-08-07T12:57:15.265Z"
"Reunião 01/03/24","65e21ed6a78371630efbd818",65,"https://trello.com/c/x6ebDK5L/65-reunião-01-03-24","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T.","","2024-03-01 15:30","2024-03-01","**PAUTA**
\-Repassar reunião do Elton
\-Revisão da EAP - [https://trello.com/b/2CfSyhGK/programa-em-rede-ciclo-2](https://trello.com/b/2CfSyhGK/programa-em-rede-ciclo-2 ""smartCard-inline"")
\-classificação no Trello das entregas de Oficinas e capacitações (que item da EAP corresponde)
\-Análise do Cronograma de 2023
\-Montar calendário de 2024
\-Definir reunião bimestral com  coordenadores. Exemplo: reunião nos meses 3,5,7,9,11, na segunda semana do mês. Qual dia da semana?
\-Definir reunião com o novo coordenador para apresentar o Plano de Trabalho do Programa Em Rede (alinhar com a pauta do Elton sobre recursos...).

**Encaminhamentos:**

- Agendar reunião extraordinária com Coordenadores em março;
- Estabelecer encontros bimestrais;
- Estabelecer acompanhamento bimestral (formulário);

![image.png](https://trello.com/1/cards/65e21ed6a78371630efbd818/attachments/65e225e883ecb40222f92a59/download/image.png)",,,"image.png : https://trello.com/1/cards/65e21ed6a78371630efbd818/attachments/65e225e883ecb40222f92a59/download/image.png",,0,"0 comments","2024-08-07T12:57:14.571Z"
"Reunião 27/02/2024","65dddcf1c3f6f402a49f0be6",63,"https://trello.com/c/nXgSWNyv/63-reunião-27-02-2024","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","","","2024-02-27 10:00","2024-02-27","PAUTA

- Andamento do Em Rede: atualizações sobre bolsista, planejamento 2024 pendente de cronograma, preenchimentos trimestrais e reuniões semestrais
- Apresentação CCAF dos resultados do Em Rede? apresentação ao novo diretor da Fapes?
- Aba site Fapes com as publicações
- Visitas técnicas para fora do ES (possibilidades? Chile?)
- Fiocruz - vamos dar seguimento?
- Evento com apoio da Fapes com o tema principal do Em Rede (parceria com INPI, Sebrae): temas como Rodada de Negócios, Inventores, Minha Primeira Patente.
- Semana Conselho Estadual de Ciência e Tecnologia

---

**ATUALIZAÇÕES DAS EQUIPES DOS NITS (!!)**
preenchimentos trimestrais > OK (temos toda a liberdade  de colocar a peridiocidade que necessitamos)
reuniões semestrais > deve ser no mínimo bimestrais (temos a autonomia de estabelecer isso) NECESSÁRIO O MONITORAMENTO > se não estão fazendo isso não estão entregando - **PRECISAMOS DAR UMA PRESSIONADA NELES EM RELAÇÃO À ENTREGA**

‌

**APRESENTAÇÃO PARA DIRETORIA (RODRIGO E CELSO)**
EM REDE - Necessário fazermos um relatório de prestação de contas de 2023 x do que foram entregues - podem perder a resolução
Fiocruz - vamos dar seguimento - trazer para a reunião com a diretoria da FAPES

‌

**BOLSA DE CRÉDITO-** pode alocar para outra atividade mantendo a mesma bolsa (verificar qual a relação com a questão do Athilio - _não tem nada a ver com o Em Rede_)

‌

**VISITAS TÉCNICAS**
Visitas técnicas para fora do ES (possibilidades? Chile?) - _**VERIFICAR OS RECURSOS DA AGIFES**_ - pagamento da coordenação + evento técnico com eles (?) - verificar quanto temos de recursos para a realização disso - estava no plano de trabalho?? - SIM. Sem meta de quantas….

‌

**CONFERÊNCIA ESTADUAL CTI - SCTI**
Conferência Estadual de Ciência, Tecnologia e Inovação
ver com Matheus da SECTI QUEM ESTÁ ORGANIZANDO PARA PARTICIPARMOS

‌

**ESX 2024** - provável que FAPES tenha um Stand (está completando 20 anos)

‌

**EVENTO NACIONAL - CONFAP**
previsão de 19 e 20/6 - ainda não tem local

‌

**PUBLICAÇÕES SITE FAPES**
Aba site Fapes com as publicações - CONVERSAR COM O VITOR sobre relatório e guia

‌

**SEGUNDO SEMESTRE?**
Evento com apoio da Fapes com o tema principal do Em Rede (parceria com INPI, Sebrae): temas como Rodada de Negócios, Inventores, Minha Primeira Patente - _**AVALIAR DEPOIS DA REUNIÃO SOBRE AS ENTREGAS DE 2023**_

‌

**NIT HUCAM**
NIT Hucam está prosseguindo x não nos envolvermos sobre o que está acontecendo

‌

**EXTRAS**
vai sair um edital para incubadoras públicas ou sem fins lucrativos - previsão de publicação meados de maio
edital tecinova para sair no primeiro semestre
alessandro (UVV) não está mais com a pauta de inovação",,,"image.png : https://trello.com/1/cards/65dddcf1c3f6f402a49f0be6/attachments/65dde23c90f35b1ee58ecc66/download/image.png",,0,"0 comments","2024-08-07T12:57:14.567Z"
"Reunião 8/10/2024","65ae74b1562695860aafc1d6",61,"https://trello.com/c/1y3Cu3dL/61-reunião-8-10-2024","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T.","","2024-01-22 10:59","2024-01-08","https://docs.google.com/document/d/1n-O9jORAFWCYGb4oNOSWtMQdFtPoyXWKGGRglrko-Ww/edit?usp=drivesdk

Pauta de reunião com Elton:

Apresentação CCAF 
 data? temas?
Biblioteca FAPES 
aguardando publicação dos materiais aprovados pela FAPES no site
FIOCRUZ 
 Bolsista para fazer o levantamento solicitado pela Fiocruz (aguardando apresentação da Fiocruz)
Quais podem ser os próximos passos?
Informações
O objetivo de fazer uma cooperação técnico e científica com o ES. A parceria também pode incluir empresas e universidades privadas, capazes de cumprir com os objetivos do projeto (laboratórios credenciados para exames diversos - veterinário, epidemiológico etc).
No MOU deve incluir detalhes que incluem o mercado potencial para exames específicos como detecção de virus em animais.
Qual o principal foco para o MOU que mais chamaria a atenção ao Governo do ES?
Qual a demanda dentro do ES?
Qual a política industrial (incentivos, inovação, estímulo às micro e EPP e demais empresas etc) do ES que atenderia às demandas da Fiocruz? Segundo Rogério, 70% atenderia.
Levantamento de todos os equipamentos públicas e privadas existentes, e qual o leque de testagem possuem? Mapear potencial de vigilância epidemiológica e sanitária. Dimensionar capacidade de infraestrutura o ES. Pensar na infraestrutura de FUNCIONAMENTO, ex. elétrica para atender demanda do uso do equipamento, biossegurança etc.
Os operadores desses equipamentos são capazes de utilizar na sua totalidade? Em uma cooperação internacional, seriam capazes de prestar serviço tecnológico?  Dimensionar a capacidade operacional.


Bolsista não contratado 
 quem o quê fazer? 
- pode ser para a fiocruz? pode ser para Hucam? 
até quando temos que decidir?

Internacionalização 
algum retorno sobre caminharmos pensando numa missão

Escritório de Transferência de Tecnologia
como prosseguiu? 

Minuta - capacitação LINK AQUI- 
vai dar andamento? A Fapes pode patrocinar 
fazer capacitações iniciais - 
TRL (Cecilia e Gabriel)
Rodada de Negócios (Cecilia e Gabriel)
Prospecção (Cecilia)
Indicadores (prof convidada Érika - conteúdos)
Guia de Transferência Tecnologica (conteúdos)



Planejamento Em Rede 2024
Realização 10/01
comprar materiais - Gabriel 
Montar programação e estrutura - Gabriel 
Diagnóstico do ano de 2023 - pontos positivos x negativos
agrupamento dos pontos negativos
Análise do planejamento inicial (entregue e aprovado pela Fapes) - lInk 
Definição do cronograma 2024


Turma 1 - Estudos de Prospecção
Faltam dois encontros
Somente participação Ifes

- Fortec + OMPI + JPO (27,28 e 29/02)
Somente Cecilia está inscrita - PATENT ANALYTICS Training Seminar for Latin America | Fórum Nacional de Gestores de Inovação e Transferência de Tecnologia (fortec.org.br)
Nenhum NIT estadual



Missão Internacionalização
Domínio de Idiomas - inglês???? 
Chile - início dos trabalhos junto ao Fortec e HubTec (Chile)",,,"",,0,"0 comments","2024-08-07T12:57:14.282Z"
"Fiocruz e Em Rede","6578644bdcd6aba88bd3cb29",57,"https://trello.com/c/V3QTyUb5/57-fiocruz-e-em-rede","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner","","2023-12-12 10:46",,"**Participantes**:

Rogério Barbosa

Ivan Neves

Cecilia Hasner

**Pauta**:

Apresentação do Programa em Rede e Ecossistema de Inovação do ES

Apresentação das expectativas da Fiocruz

**Desenvolvimento**:

Pontos importantes a serem considerados:

- bolsistas (qual o objetivo e perfil?),
- capacitação (quão efetivo é?),
- não descartar a participação da Casa Civil
- importância da política na gestão
- protocolo de ações para estabelecer parcerias
- dificuldade de orçamento nacional

Experiência da Fiocruz: necessidade de fazer ANUÊNCIA - Memorando de Entendimento e Contrato. Já possuem cooperação com Coréia do Sul (para capacitação, transferência de tecnologia e estimular uma unidade fabril). O quadro resume todas as atividades desenvolvidas e lideradas pelo Ivan.

O objetivo de fazer uma cooperação técnico e científica com o ES. A parceria também pode incluir empresas e universidades privadas, capazes de cumprir com os objetivos do projeto (laboratórios credenciados para exames diversos - veterinário, epidemiológico etc).

No MOU deve incluir detalhes que incluem o mercado potencial para exames específicos como detecção de virus em animais.

1. **Qual o principal foco para o MOU que mais chamaria a atenção ao Governo do ES?**
2. **Qual a demanda dentro do ES?**
3. **Qual a política industrial (incentivos, inovação, estímulo às micro e EPP e demais empresas etc) do ES que atenderia às demandas da Fiocruz?** Segundo Rogério, 70% atenderia.
4. **Levantamento de todos os equipamentos públicas e privadas existentes, e qual o leque de testagem possuem? Mapear potencial de vigilância epidemiológica e sanitária.** Dimensionar capacidade de infraestrutura o ES. Pensar na infraestrutura de FUNCIONAMENTO, ex. elétrica para atender demanda do uso do equipamento, biossegurança etc.
5. **Os operadores desses equipamentos são capazes de utilizar na sua totalidade?** Em uma cooperação internacional, seriam capazes de prestar serviço tecnológico?  Dimensionar a capacidade operacional.
6. Unir o status quo da ciência com o status quo com o jurídico - já temos na TCU (Colab)
7. Exemplo de etapas importantes: montar um processo (inclui o MOU), escolher a área, atores; criar um “Projeto Conceito” (como irá funcionar, logística, gestão); juntar especialistas para elaborar a INTEGRAÇÃO do Complexo (engajamento de secretarias, licenças, anuência da Casa Civil).
8. Articulação é fundamental.

**Encaminhamentos**:

Responder as perguntas 1 ao 5.

Começar primeiro com os NITs, CPID e NIT da Secretaria de Saúde.

Depois fazemos ESG.

![image.png](https://trello.com/1/cards/6578644bdcd6aba88bd3cb29/attachments/65786a7999113d5425252149/download/image.png)

![image.png](https://trello.com/1/cards/6578644bdcd6aba88bd3cb29/attachments/65786d2c63bceac80359aca5/download/image.png)",,,"image.png : https://trello.com/1/cards/6578644bdcd6aba88bd3cb29/attachments/6578673afea6b925c35281a2/download/image.png
image.png : https://trello.com/1/cards/6578644bdcd6aba88bd3cb29/attachments/65786a7999113d5425252149/download/image.png
image.png : https://trello.com/1/cards/6578644bdcd6aba88bd3cb29/attachments/65786d2c63bceac80359aca5/download/image.png",,0,"0 comments","2024-08-07T12:57:14.268Z"
"Reunião alinhamento com Fapes","6569da2a420b481b3e908e2c",55,"https://trello.com/c/bT95nrRe/55-reunião-alinhamento-com-fapes","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Gabriel T.","","2023-12-01 10:05","2023-12-01","**Reunião de Alinhamento com a Fapes**

Andamento do Em Rede:

1. Mobilização dos coordenadores e bolsistas, dificuldade de agenda, colaboração para preenchimento de formulário de acompanhamento, Planejamento do Em Rede em 2024, maior integração dos bolsistas nas ações Em Rede e com o próprio NIT. Aspectos de governança e gestão bastante comprometida.
2. Ações para 2024 - adicionar a Hucam (ajudar somente se for pública, NIT instituído e fazem ofício para a Fapes para incluir na Resolução - aditivo)
3. ETT desenhada, **como pode evoluir?**
4. Indicadores de Inovação do ES: inscrição de startups e novidades possíveis (edital para criar startups com atuação na periferia)
5. Resposta do Calendário, preenchimento dos relatórios/formulário por parte dos coordenadores
6. Capacitações - o que aconteceu (bolsistas) e do Prospecção
7. **Fiocruz** vai funcionar com reuniões somente com pesquisador Fiocruz, Rogério e Cecilia.
8. **Missão Chile** com apoio da Fortec.
9. Agendar reunião com coordenadores em Dezembro - dificuldade de agendas
10. Agendar reunião presencial na semana 22-27 de janeiro 2024 -
    **Planejamento 2024 do Em Rede para cada NIT**
    Realização de oficina de planejamento de 2024 - revisão 2023 e ações para 2024 - Oficina BR
    definição das ações com bolsistas e relatórios semestrais com evidências e entregas mapeadas

Encaminhamento

- Planejamento das ações dos NITs do ano inteiro trabalhando em Rede, de forma trimestral/semestral. Pontos de entrega ao longo do ano (ex. participação de eventos, com lições aprendidas e dificuldades relatados pelos bolsistas);
- Enfatizar as ações EM REDE
- Instituto Água (Nordeste)
- Substituição do Denio pelo Rodrigo Varejão
- Apresentação na CCAF do Em Rede (realizado em 2023 e planejado em 2024).
- Projeto da Fapes submetido no MCI - internacionalização das startups - 5 MISSÕES EM 3 ANOS para 10 startups capixabas (Alemanha, Itália - estão confirmados) para interagir com o ecossistema local, junto com a Embaixada. A operação será via Findeslab (bolsista para o Sebrae e Fecomércio).
- Edital PARCERIAS STARTUPS - parcerias entre startup capixaba (capixaba, nacional e/ou internacional). Divulgar no Em Rede para ver interesse na missão do Chile.

![image.png](https://trello.com/1/cards/6569da2a420b481b3e908e2c/attachments/6569db3794df77b004188898/download/image.png)",,,"image.png : https://trello.com/1/cards/6569da2a420b481b3e908e2c/attachments/6569db3794df77b004188898/download/image.png",,0,"0 comments","2024-08-07T12:57:14.296Z"
"Reunião da Equipe Em Rede com Secti","6526923381f2c8216e9e39c3",50,"https://trello.com/c/jM5lMWho/50-reunião-da-equipe-em-rede-com-secti","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T.","","2023-10-11 09:16","2023-10-12","Organização do evento da Semana de C&T:

Proposta Inicial:

**SEMANA ESTADUAL DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO DO ES.**

**30, 31/10 e 01/11/2023.**

‌

**WORSHOP/SEMINÁRIO**

**“ACESSO AO INVESTIMENTO À INOVAÇÃO E TECNOLOGIA para micro e pequenas empresas do ES.”**

DIA: 31 de outubro de 2023.

Das 9h às 13h

Local: Shopping Boulevard – Vila Velha – ES

**Parceiros: PMVV – Associação de Empresários de Vila Velha – SINDIQUÍMICOS – IFES – UFES – UVV – SEBRAE – ADERES – ASES – AEC – ES em AÇÃO – FINDES.**

**PERÍODO DE INSCRIÇÃO - 20 a 27/10**

**Estabelecer critérios de vagas:**

**Empresários e outros profissionais: 70 vagas**

**Estudantes: 30 vagas – (UVV-Multivix-Estácio-IFES)**

**OBJETIVO:**

Proporcionar as empresas, e demais participantes, melhor conhecimento sobre a legislação de inovação, bem como identificar e utilizar seus benefícios – com foco na legislação que definiu os incentivos fiscais à inovação e sua regulamentação.

**Público-alvo**

Empresários, gestores de P&D e técnicos, engenheiros, advogados, contadores, estudantes e profissionais ligados à pesquisa e desenvolvimento.

‌

**PROGRAMAÇÃO:**

8h30 – Café.

9h – Abertura SECTI – FAPES – CPID – SINDIQUÍMICOS – PMVV – ACEVILA – UVV – IFES. (3mim)

9h30 – O marco Legal da Inovação (Rodrigo Varejão – Coordenador do Polo de Inovação do IFES)

10h30 - Inovação para captação de recursos – a legislação nacional e estadual - (reembolsáveis, não reembolsáveis e incentivos fiscais) – Naldo Dantas (FindesLab) e Elton (FAPES) (José Luciano vai fazer o contato Naldo, Cristal e Luciano Raizer). Marcar uma reunião para conhecerem o projeto, até o dia 05/10, pela manhã).

11h30 - Programas: BANDES, FINEP, FAPES. (Marcos Kneip e Paulo Brusqui e Dênio)

12h30 – Construindo Trilhas para a Inovação Tecnológica e Sustentabilidade Socioeconômica com base na ESG. Luana Roméro do Instituto Ideias (criação de um grupo de trabalho para debater, refletir sobre a inovação no âmbito das pequenas e médias empresas em Vila Velha).

13h – Encerramento.

Encaminhamentos:

Karlinha nos ajudará na organização da inscrição.

Post – SECTI – Sindiquímicos.

Zilma ampliar com outros sindicatos. Plásticos, Alimentos, Startups, FindesLab, MCI, Aderes, Ection.

Fazer contato com Eula da ASES e com Marcos Lin da AEC (Cariacica).

Cristal convidar o Marco Túlio Ribeiro Fialho.

Marcia Machado: 27-99799-3398.

**Próxima 05/10/2023 – às 14h – Online.**

**Próxima Reunião:  11/10/2023.**

![image.png](https://trello.com/1/cards/6526923381f2c8216e9e39c3/attachments/65269282e0f7619d6423c645/download/image.png)",,,"image.png : https://trello.com/1/cards/6526923381f2c8216e9e39c3/attachments/65269282e0f7619d6423c645/download/image.png",,0,"1 comments","2024-08-07T12:57:13.604Z"
"Reunião - Brainstorm ETT","6512d8af8ce90d9e64109d53",48,"https://trello.com/c/gPN6xgkv/48-reunião-brainstorm-ett","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T.","","2023-09-26 10:12","2023-09-26","![image.png](https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130b814fef9071273077ef/download/image.png)

![image.png](https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130bc396264151996ada8e/download/image.png)",,,"image.png : https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130b814fef9071273077ef/download/image.png
image.png : https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130bc396264151996ada8e/download/image.png
20230926_112744.jpg : https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130d25895c8dad9592d6af/download/20230926_112744.jpg
20230926_112738.jpg : https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130d28b4f20370bd2d5f2d/download/20230926_112738.jpg
20230926_105529.jpg : https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130d2b851020bf0bbf63f1/download/20230926_105529.jpg
20230926_105519.jpg : https://trello.com/1/cards/6512d8af8ce90d9e64109d53/attachments/65130d2e818fd551a22a1372/download/20230926_105519.jpg",,0,"1 comments","2024-08-07T12:57:13.603Z"
"Fapes + Coordenação Em Rede","6501b2ec8071c1e3ecd6651a",47,"https://trello.com/c/ywOu80ze/47-fapes-coordenação-em-rede","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","DOCUMENTOS E REUNIÕES DE EQUIPE","647f94dd8cbad12a13685347","Cecilia Hasner, Gabriel T.","","2023-09-13 10:02","2023-09-13","**PAUTA**

- Participação da Semana de C&T
- Fiocruz
- Internacionalização (Chile)
- Entregar Primeiro Ciclo Em Rede
- Próximos passos planejados (se der tempo)

**Encaminhamento**:

- Escritório de Relações Internacionais das ICTs - levantar histórico (ciencia sem fronteiras, colaboração entre pesquisadores) e identificação dos acordos ativos;
- Internacionalização na Fapes é realizado junto com o PDI - Programa de Desenvolvimento para a Internacionalização, envolvendo governo federal. Atualmente, está em andamento um acordo com Alemanha (junto com Findeslab), Portugal, Itália.
- Necessidade dos NITs identificarem quais produtos/tecnologias possuem TRL aptos para serem transferidos à startups, ex. através de eventos. Ter uma visão mais ampla de APLICAÇÃO POTENCIAL das tecnologias;
- Etapas importantes no Programa em Rede: identificação das competências dos bolsistas, planejamento estratégico, capacitação dos “agentes locais” dos NITs, prospecção comercial ativa;
- Vitrines das ICTs - falta melhor divulgação e atualização do portfólio;
- Ideia do Elton: edital novo ou Programa de Prospecção Comercial Ativa, para serem coordenados pelos NITs, para eventos voltados para divulgar o uso comercial dos tecnologias junto com empresas - modelo de rodadas de negócio;
- Necessidade de preparação de Pitch/folder dos Pesquisadores para esse tipo de eventos; Ver metodologias adotadas pela FINEP, Vitrines de outras ICTs no Brasil, e alinhar com eixos Rota 20-30;
- Elton: edital junto com o IEL (Findes) a ser lançado, além de outros editais para spin-off.
- Desenhar um Modelo para este Programa, envolvendo NITs, Programa em Rede, ambientes promotores de inovação;
- Fiocruz - já teve reuniões com a Fapes e também com o Instituto Algas; Agora ficará intermediado com o Programa em Rede;
- Criar e-mail institucional para o Programa em Rede (@fapes ....)
- Bolsa aberta a ser contratada: era para desenvolver uma plataforma de gestão do conhecimento do Programa em Rede;",,,"image.png : https://trello.com/1/cards/6501b2ec8071c1e3ecd6651a/attachments/6501b6cf85bffb0fbcff8d94/download/image.png",,0,"1 comments","2024-08-07T12:57:13.287Z"
